TGRAC FID,Historical Mandal ID,Version Code,TGRAC Name,Current LGD Name,TGRAC District,LGD Code,Census 2011,Legal valid_from,Legal valid_to,Timeline Status,Geometry Snapshot Date,Geometry Semantic,Predecessor Lineage,Successor(s) Lineage,Lineage Notes,W014 is_current,Primary Dataset Version ID
287,TS-MDL-4345,TS-MDL-4345-V1,Laxmanchanda,Laxmanchanda,Nirmal,4345,04345,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
288,TS-MDL-6266,TS-MDL-6266-V1,Laxmidevipally,Laxmidevipalli,Bhadradri Kothagudem,6266,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
289,TS-MDL-4700,TS-MDL-4700-V1,Lingalaghanpur,Lingalaghanpur,Jangoan,4700,04700,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
290,TS-MDL-4388,TS-MDL-4388-V1,Lingampet,Lingampet,Kamareddy,4388,04388,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
291,TS-MDL-6311,TS-MDL-6311-V1,Lingapur,Lingapur,Kumurambheem Asifabad,6311,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
292,TS-MDL-4636,TS-MDL-4636-V1,Nakrekal,Nakrekal,Nalgonda,4636,04636,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
293,TS-MDL-4342,TS-MDL-4342-V1,Lokeshwaram,Lokeswaram,Nirmal,4342,04342,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
294,TS-MDL-4380,TS-MDL-4380-V1,Machareddy,Machareddy,Kamareddy,4380,04380,2016-10-11,2022-09-26,SPLIT_POST_2022,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),Mohammadnagar (LGD 7520),Predecessor to Mohammadnagar (LGD 7520) formed in 2023,false,ts_lgd_mandals_2016_v1
295,TS-MDL-4708,TS-MDL-4708-V1,Narsampet,Narsampet,Warangal_Rural,4708,04708,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
296,TS-MDL-4488,TS-MDL-4488-V1,Narsapur,Narsapur,Medak,4488,04488,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
297,TS-MDL-6208,TS-MDL-6208-V1,Narsapur_G,Narsapur G,Nirmal,6208,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
298,TS-MDL-6258,TS-MDL-6258-V1,Mahabubnagar_Rural,Mahabubnagar Rural,Mahabubnagar,6258,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
299,TS-MDL-4554,TS-MDL-4554-V1,Maddur,Maddur,Narayanpet,4554,04554,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
300,TS-MDL-4766,TS-MDL-4766-V1,Madhira,Madhira,Khammam,4766,04766,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
301,TS-MDL-4372,TS-MDL-4372-V1,Madnur,Madnoor,Kamareddy,4372,04372,2016-10-11,2022-09-26,SPLIT_2022_09_26,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Territorial envelope valid until 2022-09-26),10 Legacy AP Districts (2014 Telangana State Formation),Dongli (LGD 7525),Predecessor to Dongli (LGD 7525) formed on 2022-09-26 under G.O.Ms.No. 81,false,ts_lgd_mandals_2016_v1
302,TS-MDL-6305,TS-MDL-6305-V1,Madugulapally,Madugulapally,Nalgonda,6305,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
303,TS-MDL-4590,TS-MDL-4590-V1,Maganoor,Maganoor,Narayanpet,4590,04590,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
304,TS-MDL-4718,TS-MDL-4718-V1,Mahabubabad,Mahabubabad,Mahabubabad,4718,04718,2016-10-11,2022-09-26,SPLIT_2022_09_26,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Territorial envelope valid until 2022-09-26),10 Legacy AP Districts (2014 Telangana State Formation),Seerole (LGD 7518),Predecessor to Seerole (LGD 7518) formed on 2022-09-26 under G.O.Ms.No. 81,false,ts_lgd_mandals_2016_v1
305,TS-MDL-4588,TS-MDL-4588-V1,Narva,Narwa,Narayanpet,4588,04588,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
306,TS-MDL-4568,TS-MDL-4568-V1,Mahabubnagar_Urban,Mahabubnagar Urban,Mahabubnagar,4568,04568,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
307,TS-MDL-4358,TS-MDL-4358-V1,Navipet,Navipet,Nizamabad,4358,04358,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
308,TS-MDL-4556,TS-MDL-4556-V1,Nawabpet,Nawabpet,Mahabubnagar,4556,04556,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
309,TS-MDL-4514,TS-MDL-4514-V1,Nawabpet,Nawabpet,Vikarabad,4514,04514,2016-10-11,2020-09-24,SPLIT_2020_09_24,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Territorial envelope valid until 2020-09-24),10 Legacy AP Districts (2014 Telangana State Formation),Chowdapur (LGD 7186),Predecessor to Chowdapur (LGD 7186) formed on 2020-09-24 under G.O.Ms.No. 108,false,ts_lgd_mandals_2016_v1
310,TS-MDL-4713,TS-MDL-4713-V1,Nekkonda,Nekkonda,Warangal_Rural,4713,04713,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
311,TS-MDL-4759,TS-MDL-4759-V1,Nelakondapally,Nelakondapalli,Khammam,4759,04759,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
312,TS-MDL-4716,TS-MDL-4716-V1,Nellikudur,Nellikudur,Mahabubabad,4716,04716,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
313,TS-MDL-4403,TS-MDL-4403-V1,Mahadevpur,Mahadevpur,Jayashankar Bhupalpally,4403,04403,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
314,TS-MDL-4526,TS-MDL-4526-V1,Saroornagar,Saroornagar,Rangareddy,4526,04526,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
315,TS-MDL-4728,TS-MDL-4728-V1,Aswapuram,Aswapuram,Bhadradri Kothagudem,4728,04728,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
316,TS-MDL-4674,TS-MDL-4674-V1,Bachannapet,Bachannapet,Jangoan,4674,04674,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
317,TS-MDL-6315,TS-MDL-6315-V1,Bachupally,Bachupally,Medchal_Malkajgiri,6315,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
318,TS-MDL-4405,TS-MDL-4405-V1,Malharrao,Malharrao,Jayashankar Bhupalpally,4405,04405,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
319,TS-MDL-4661,TS-MDL-4661-V1,Nidamanoor,Nidmanoor,Nalgonda,4661,04661,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
320,TS-MDL-4521,TS-MDL-4521-V1,Malkajgiri,Malkajgiri,Medchal_Malkajgiri,4521,04521,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
321,TS-MDL-4354,TS-MDL-4354-V1,Mancherial,Mancherial,Mancherial,4354,04354,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
322,TS-MDL-6210,TS-MDL-6210-V1,Nirmal Rural,Nirmal Rural,Nirmal,6210,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
323,TS-MDL-6233,TS-MDL-6233-V1,Nizamabad Rural,Nizamabad Rural,Nizamabad,6233,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
324,TS-MDL-4352,TS-MDL-4352-V1,Mandamarri,Mandamarri,Mancherial,4352,04352,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
325,TS-MDL-4385,TS-MDL-4385-V1,Nizamsagar,Nizamsagar,Kamareddy,4385,04385,2016-10-11,2022-09-26,SPLIT_POST_2022,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),Palwancha (LGD 7519),Predecessor to Palwancha (LGD 7519) formed in 2023,false,ts_lgd_mandals_2016_v1
326,TS-MDL-4686,TS-MDL-4686-V1,Mangapet,Mangapet,Mulugu,4686,04686,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
327,TS-MDL-4401,TS-MDL-4401-V1,Manthani,Manthani,Peddapalli,4401,04401,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
328,TS-MDL-4727,TS-MDL-4727-V1,Manuguru,Manuguru,Bhadradri Kothagudem,4727,04727,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
329,TS-MDL-4500,TS-MDL-4500-V1,Maredpally,Marredpally,Hyderabad,4500,04500,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
330,TS-MDL-6276,TS-MDL-6276-V1,Ameenpur,Ameenpur,Sangareddy,6276,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
331,TS-MDL-4493,TS-MDL-4493-V1,Jinnaram,Jinnaram,Sangareddy,4493,04493,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
332,TS-MDL-6263,TS-MDL-6263-V1,Marikal,Marikal,Narayanpet,6263,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
333,TS-MDL-4720,TS-MDL-4720-V1,Maripeda,Maripeda,Mahabubabad,4720,04720,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
334,TS-MDL-6282,TS-MDL-6282-V1,Markook,Markook,Siddipet,6282,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
335,TS-MDL-4512,TS-MDL-4512-V1,Marpalle,Marpalle,Vikarabad,4512,04512,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
336,TS-MDL-4670,TS-MDL-4670-V1,Mattampalli,Mattampally,Suryapet,4670,04670,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
337,TS-MDL-4456,TS-MDL-4456-V1,Medak,Medak,Medak,4456,04456,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
338,TS-MDL-4519,TS-MDL-4519-V1,Medchal,Medchal,Medchal_Malkajgiri,4519,04519,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
339,TS-MDL-4415,TS-MDL-4415-V1,Medipalle,Medipalli,Jagtial,4415,04415,2016-10-11,2022-09-26,SPLIT_2022_09_26,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Territorial envelope valid until 2022-09-26),10 Legacy AP Districts (2014 Telangana State Formation),Bheemaram (LGD 7541),Predecessor to Bheemaram (LGD 7541) formed on 2022-09-26 under G.O.Ms.No. 80,false,ts_lgd_mandals_2016_v1
340,TS-MDL-4601,TS-MDL-4601-V1,Pangal,Pangal,Wanaparthy,4601,04601,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
341,TS-MDL-4703,TS-MDL-4703-V1,Raiparthy,Rayaparthy,Warangal_Rural,4703,04703,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
342,TS-MDL-6318,TS-MDL-6318-V1,Medipally,Medipally,Medchal_Malkajgiri,6318,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
343,TS-MDL-4540,TS-MDL-4540-V1,Pargi,Pargi,Vikarabad,4540,04540,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
344,TS-MDL-4679,TS-MDL-4679-V1,Parkal,Parkal,Warangal_Rural,4679,04679,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
345,TS-MDL-4714,TS-MDL-4714-V1,Parvathagiri,Parvathagiri,Warangal_Rural,4714,04714,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
346,TS-MDL-4494,TS-MDL-4494-V1,Patancheruvu,Patancheru,Sangareddy,4494,04494,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
347,TS-MDL-4602,TS-MDL-4602-V1,Pebbair,Pebbair,Wanaparthy,4602,04602,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
348,TS-MDL-4671,TS-MDL-4671-V1,Mellachervu,Mellachervu,Suryapet,4671,04671,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
349,TS-MDL-4599,TS-MDL-4599-V1,Peddakothapalle,Peddakothapally,Nagarkurnool,4599,04599,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
350,TS-MDL-6237,TS-MDL-6237-V1,Mendora,Mendora,Nizamabad,6237,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
351,TS-MDL-4566,TS-MDL-4566-V1,Midjil,Midjil,Mahabubnagar,4566,04566,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
352,TS-MDL-4421,TS-MDL-4421-V1,Pegadapalli,Pegadapalli,Jagtial,4421,04421,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
353,TS-MDL-4464,TS-MDL-4464-V1,Mirdoddi,Mirdoddi,Siddipet,4464,04464,2016-10-11,2022-09-26,SPLIT_2022_09_26,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Territorial envelope valid until 2022-09-26),10 Legacy AP Districts (2014 Telangana State Formation),Akberpet-Bhoompally (LGD 7524),Predecessor to Akberpet-Bhoompally (LGD 7524) formed on 2022-09-26 under G.O.Ms.No. 82,false,ts_lgd_mandals_2016_v1
354,TS-MDL-6278,TS-MDL-6278-V1,Mogudampally,Mogudampally,Sangareddy,6278,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
355,TS-MDL-4680,TS-MDL-4680-V1,Mogullapally,Mogullapally,Jayashankar Bhupalpally,4680,04680,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
356,TS-MDL-4528,TS-MDL-4528-V1,Moinabad,Moinabad,Rangareddy,4528,04528,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
