Stable Mandal,Version,Valid From,Valid To,Current,Parent,Successor,Dataset,Legal Evidence
TS-MDL-4721,TS-MDL-4721-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),Seerole (LGD 7518),ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Bifurcated under G.O.Ms. Nos. 51-68 Rev on 2022-09-26
TS-MDL-4721,TS-MDL-4721-V2,2022-09-26,,true,Predecessor Version TS-MDL-4721-V1,Seerole (LGD 7518),ts_lgd_mandals_2026_v1,Continuing parent territory post-G.O.Ms. 51-68 Rev (2022-09-26); MoPR LGD 2026 Directory
TS-MDL-4345,TS-MDL-4345-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-4345,TS-MDL-4345-V2,2022-09-26,,true,Predecessor Version TS-MDL-4345-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-6266,TS-MDL-6266-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-6266,TS-MDL-6266-V2,2022-09-26,,true,Predecessor Version TS-MDL-6266-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-4700,TS-MDL-4700-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-4700,TS-MDL-4700-V2,2022-09-26,,true,Predecessor Version TS-MDL-4700-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-4388,TS-MDL-4388-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-4388,TS-MDL-4388-V2,2022-09-26,,true,Predecessor Version TS-MDL-4388-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-6311,TS-MDL-6311-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-6311,TS-MDL-6311-V2,2022-09-26,,true,Predecessor Version TS-MDL-6311-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-4636,TS-MDL-4636-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-4636,TS-MDL-4636-V2,2022-09-26,,true,Predecessor Version TS-MDL-4636-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-4342,TS-MDL-4342-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-4342,TS-MDL-4342-V2,2022-09-26,,true,Predecessor Version TS-MDL-4342-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-4380,TS-MDL-4380-V1,2016-10-11,2023-04-18,false,10 Legacy AP Districts (2014 Telangana State Formation),Mohammadnagar (LGD 7520),ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Bifurcated under G.O.Ms.No. 32 Revenue (Machareddy -> Mohammadnagar) on 2023-04-18
TS-MDL-4380,TS-MDL-4380-V2,2023-04-18,,true,Predecessor Version TS-MDL-4380-V1,Mohammadnagar (LGD 7520),ts_lgd_mandals_2026_v1,Continuing parent territory post-G.O.Ms.No. 32 Revenue (Machareddy -> Mohammadnagar) on 2023-04-18; MoPR LGD 2026 Directory
TS-MDL-4708,TS-MDL-4708-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-4708,TS-MDL-4708-V2,2022-09-26,,true,Predecessor Version TS-MDL-4708-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-4488,TS-MDL-4488-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-4488,TS-MDL-4488-V2,2022-09-26,,true,Predecessor Version TS-MDL-4488-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-6208,TS-MDL-6208-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-6208,TS-MDL-6208-V2,2022-09-26,,true,Predecessor Version TS-MDL-6208-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-6258,TS-MDL-6258-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-6258,TS-MDL-6258-V2,2022-09-26,,true,Predecessor Version TS-MDL-6258-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-4554,TS-MDL-4554-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-4554,TS-MDL-4554-V2,2022-09-26,,true,Predecessor Version TS-MDL-4554-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-4766,TS-MDL-4766-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-4766,TS-MDL-4766-V2,2022-09-26,,true,Predecessor Version TS-MDL-4766-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-4372,TS-MDL-4372-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),Dongli (LGD 7525),ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Bifurcated under G.O.Ms. Nos. 51-68 Rev on 2022-09-26
TS-MDL-4372,TS-MDL-4372-V2,2022-09-26,,true,Predecessor Version TS-MDL-4372-V1,Dongli (LGD 7525),ts_lgd_mandals_2026_v1,Continuing parent territory post-G.O.Ms. 51-68 Rev (2022-09-26); MoPR LGD 2026 Directory
TS-MDL-6305,TS-MDL-6305-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-6305,TS-MDL-6305-V2,2022-09-26,,true,Predecessor Version TS-MDL-6305-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-4590,TS-MDL-4590-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-4590,TS-MDL-4590-V2,2022-09-26,,true,Predecessor Version TS-MDL-4590-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-4718,TS-MDL-4718-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),Seerole (LGD 7518),ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Bifurcated under G.O.Ms. Nos. 51-68 Rev on 2022-09-26
TS-MDL-4718,TS-MDL-4718-V2,2022-09-26,,true,Predecessor Version TS-MDL-4718-V1,Seerole (LGD 7518),ts_lgd_mandals_2026_v1,Continuing parent territory post-G.O.Ms. 51-68 Rev (2022-09-26); MoPR LGD 2026 Directory
TS-MDL-4588,TS-MDL-4588-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-4588,TS-MDL-4588-V2,2022-09-26,,true,Predecessor Version TS-MDL-4588-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-4568,TS-MDL-4568-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-4568,TS-MDL-4568-V2,2022-09-26,,true,Predecessor Version TS-MDL-4568-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-4358,TS-MDL-4358-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-4358,TS-MDL-4358-V2,2022-09-26,,true,Predecessor Version TS-MDL-4358-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-4556,TS-MDL-4556-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-4556,TS-MDL-4556-V2,2022-09-26,,true,Predecessor Version TS-MDL-4556-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-4514,TS-MDL-4514-V1,2016-10-11,2020-09-24,false,10 Legacy AP Districts (2014 Telangana State Formation),Chowdapur (LGD 7186),ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Bifurcated under G.O.Ms. Nos. 108-112 Rev on 2020-09-24
TS-MDL-4514,TS-MDL-4514-V2,2020-09-24,,true,Predecessor Version TS-MDL-4514-V1,Chowdapur (LGD 7186),ts_lgd_mandals_2026_v1,Continuing parent territory post-G.O.Ms. 108-112 Rev (2020-09-24); MoPR LGD 2026 Directory
TS-MDL-4713,TS-MDL-4713-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-4713,TS-MDL-4713-V2,2022-09-26,,true,Predecessor Version TS-MDL-4713-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-4759,TS-MDL-4759-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-4759,TS-MDL-4759-V2,2022-09-26,,true,Predecessor Version TS-MDL-4759-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-4716,TS-MDL-4716-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-4716,TS-MDL-4716-V2,2022-09-26,,true,Predecessor Version TS-MDL-4716-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-4403,TS-MDL-4403-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-4403,TS-MDL-4403-V2,2022-09-26,,true,Predecessor Version TS-MDL-4403-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-4526,TS-MDL-4526-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-4526,TS-MDL-4526-V2,2022-09-26,,true,Predecessor Version TS-MDL-4526-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-4728,TS-MDL-4728-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-4728,TS-MDL-4728-V2,2022-09-26,,true,Predecessor Version TS-MDL-4728-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-4674,TS-MDL-4674-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-4674,TS-MDL-4674-V2,2022-09-26,,true,Predecessor Version TS-MDL-4674-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-6315,TS-MDL-6315-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-6315,TS-MDL-6315-V2,2022-09-26,,true,Predecessor Version TS-MDL-6315-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-4405,TS-MDL-4405-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-4405,TS-MDL-4405-V2,2022-09-26,,true,Predecessor Version TS-MDL-4405-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-4661,TS-MDL-4661-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-4661,TS-MDL-4661-V2,2022-09-26,,true,Predecessor Version TS-MDL-4661-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-4521,TS-MDL-4521-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-4521,TS-MDL-4521-V2,2022-09-26,,true,Predecessor Version TS-MDL-4521-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-4354,TS-MDL-4354-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-4354,TS-MDL-4354-V2,2022-09-26,,true,Predecessor Version TS-MDL-4354-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-6210,TS-MDL-6210-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-6210,TS-MDL-6210-V2,2022-09-26,,true,Predecessor Version TS-MDL-6210-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-6233,TS-MDL-6233-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-6233,TS-MDL-6233-V2,2022-09-26,,true,Predecessor Version TS-MDL-6233-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-4352,TS-MDL-4352-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-4352,TS-MDL-4352-V2,2022-09-26,,true,Predecessor Version TS-MDL-4352-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-4385,TS-MDL-4385-V1,2016-10-11,2023-04-18,false,10 Legacy AP Districts (2014 Telangana State Formation),Palwancha (LGD 7519),ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Bifurcated under G.O.Ms.No. 31 Revenue (Nizamsagar -> Palwancha) on 2023-04-18
TS-MDL-4385,TS-MDL-4385-V2,2023-04-18,,true,Predecessor Version TS-MDL-4385-V1,Palwancha (LGD 7519),ts_lgd_mandals_2026_v1,Continuing parent territory post-G.O.Ms.No. 31 Revenue (Nizamsagar -> Palwancha) on 2023-04-18; MoPR LGD 2026 Directory
TS-MDL-4686,TS-MDL-4686-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-4686,TS-MDL-4686-V2,2022-09-26,,true,Predecessor Version TS-MDL-4686-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-4401,TS-MDL-4401-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-4401,TS-MDL-4401-V2,2022-09-26,,true,Predecessor Version TS-MDL-4401-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-4727,TS-MDL-4727-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-4727,TS-MDL-4727-V2,2022-09-26,,true,Predecessor Version TS-MDL-4727-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-4500,TS-MDL-4500-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-4500,TS-MDL-4500-V2,2022-09-26,,true,Predecessor Version TS-MDL-4500-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-6276,TS-MDL-6276-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-6276,TS-MDL-6276-V2,2022-09-26,,true,Predecessor Version TS-MDL-6276-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-4493,TS-MDL-4493-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-4493,TS-MDL-4493-V2,2022-09-26,,true,Predecessor Version TS-MDL-4493-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-6263,TS-MDL-6263-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-6263,TS-MDL-6263-V2,2022-09-26,,true,Predecessor Version TS-MDL-6263-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-4720,TS-MDL-4720-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-4720,TS-MDL-4720-V2,2022-09-26,,true,Predecessor Version TS-MDL-4720-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-6282,TS-MDL-6282-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-6282,TS-MDL-6282-V2,2022-09-26,,true,Predecessor Version TS-MDL-6282-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-4512,TS-MDL-4512-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-4512,TS-MDL-4512-V2,2022-09-26,,true,Predecessor Version TS-MDL-4512-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-4670,TS-MDL-4670-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-4670,TS-MDL-4670-V2,2022-09-26,,true,Predecessor Version TS-MDL-4670-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-4456,TS-MDL-4456-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-4456,TS-MDL-4456-V2,2022-09-26,,true,Predecessor Version TS-MDL-4456-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-4519,TS-MDL-4519-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),CONTINUING_IDENTITY,ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Undivided 2016-2022 statutory baseline
TS-MDL-4519,TS-MDL-4519-V2,2022-09-26,,true,Predecessor Version TS-MDL-4519-V1,CONTINUING_IDENTITY,ts_lgd_mandals_2026_v1,Continuous statutory identity; MoPR LGD 2026 Directory snapshot
TS-MDL-4415,TS-MDL-4415-V1,2016-10-11,2022-09-26,false,10 Legacy AP Districts (2014 Telangana State Formation),Bheemaram (LGD 7541),ts_lgd_mandals_2016_v1,G.O.Ms. Nos. 214-245 Rev (2016-10-11); Bifurcated under G.O.Ms. Nos. 51-68 Rev on 2022-09-26
